Eesnimi;Perenimi;Sugu;Sünniaeg;Surnud;Asula;Tüüp;Maakond
Ian;Pärna;M;1923-01-22;0000-00-00;Ula;küla;Saaremaa
Melany;Denissov;N;1907-10-27;1951-02-10;;;
Karl-Hendrik;Martin;M;1972-05-28;1982-07-08;;;
Merit;Järv;N;1947-03-03;1968-01-25;;;
Hanna-Maria;Veski;N;2017-04-07;0000-00-00;Veelikse;küla;Viljandimaa
Maire;Põldma;N;1915-03-22;0000-00-00;Laaneotsa;küla;Järvamaa
Johann;Kozlov;M;1912-10-06;1923-06-18;;;
Lii;Treier;N;1920-11-07;2019-09-14;;;
Alan;Tiits;M;1982-04-06;2002-06-20;;;
Tambet;Raadik;M;2013-12-16;2019-09-10;;;
Nikolay;Lipp;M;2010-11-13;0000-00-00;Vana-Kastre;küla;Tartumaa
Kermo;Lepik;M;2013-03-15;2014-07-29;;;
Anita;Põldma;N;1902-01-12;0000-00-00;Kallukse;küla;Lääne-Virumaa
Adelina;Kaljurand;N;2010-11-10;2011-08-15;;;
Jane;Õunapuu;N;1974-03-14;0000-00-00;Kõnnu;küla;Jõgevamaa
Martin;Kuusik;M;2001-12-10;0000-00-00;Nurmetu;küla;Lääne-Virumaa
Sirly;Anderson;N;1911-11-03;0000-00-00;Mustja;küla;Võrumaa
Ain;Karu;M;1994-08-06;1998-10-25;;;
Johannes;Mõttus;M;1935-07-23;0000-00-00;Tabara;küla;Harjumaa
Helin;Pavlov;N;2002-01-04;0000-00-00;Jõeääre;küla;Raplamaa
Aivo;Kroon;M;1947-07-07;1991-05-11;;;
Rauno;Kass;M;1917-02-21;1970-06-21;;;
Kenert;Hunt;M;1922-03-17;1927-01-20;;;
Miia;Sööt;N;1902-05-16;1952-12-05;;;
Paul;Kissa;M;1931-06-26;0000-00-00;Naravere;küla;Raplamaa
Doris;Kaljula;N;1955-06-04;2003-01-18;;;
Regiina;Semenov;N;1969-05-24;0000-00-00;Kaagvere;küla;Tartumaa
Natalija;Timofejev;N;1954-11-09;0000-00-00;Tammsaare;küla;Võrumaa
Sylvia;Davõdov;N;1961-03-04;2004-02-09;;;
Jevgeni;Roots;M;1970-01-14;2001-12-06;;;
Karet;Ojala;N;1950-07-17;0000-00-00;Uralaane;küla;Valgamaa
Anneli;Kass;N;2006-11-16;0000-00-00;Pariisi;küla;Lääne-Virumaa
Karen;Aru;N;1919-03-16;1973-10-15;;;
Hardi;Sibul;M;1931-06-20;0000-00-00;Koidu-Ellavere;küla;Järvamaa
Ranel;Kruglov;M;2015-03-21;2018-03-24;;;
Kärt;Medvedev;N;1917-02-06;0000-00-00;Piilse;küla;Ida-Virumaa
Siiri;Müür;N;1962-05-28;0000-00-00;Väike-Rootsi;küla;Saaremaa
Lars;Kissa;M;1916-01-29;2013-01-14;;;
Hans-Kristjan;Pärn;M;1927-06-14;0000-00-00;Lüllemäe;küla;Valgamaa
Karl-Markus;Rohtla;M;1997-06-17;2009-07-25;;;
Ruben;Mädamürk;M;1983-03-05;2002-03-02;;;
Mirelle;Arrak;N;1939-10-16;0000-00-00;Vana-Nursi;küla;Võrumaa
Jaagup;Lember;M;1973-12-28;0000-00-00;Kolu;küla;Harjumaa
Lisette;Mark;N;1934-09-18;0000-00-00;Mereäärse;küla;Pärnumaa
Eleri;Ševtšenko;N;1991-05-06;2010-06-17;;;
Hannabel;Erm;N;1951-12-23;2002-01-28;;;
Cristopher;Laht;M;1984-07-18;2008-08-02;;;
Fredi;Luiga;M;1962-11-28;2004-06-18;;;
Mike;Maksimov;M;1938-07-26;1939-11-19;;;
Lily;Pihelgas;N;1936-07-27;2010-04-29;;;
Inger;Silm;N;2009-09-02;0000-00-00;Metsalõuka;küla;Saaremaa
Aleksandr;Pärnpuu;M;1985-07-28;2005-02-11;;;
Filipp;Kink;M;1997-04-19;2007-06-25;;;
Tairo;Luik;M;2000-02-21;0000-00-00;Paatsa;küla;Saaremaa
Tatjana;Lehiste;N;1905-01-24;1924-10-31;;;
Arko;Tuulik;M;1953-11-21;2016-02-27;;;
Liise;Luiga;N;1938-01-10;1964-02-28;;;
Vallo;Štšerbakov;M;1923-01-03;0000-00-00;Kuusiku-Nõmme;küla;Raplamaa
Riko;Kuus;M;1933-10-26;0000-00-00;Jõepera;küla;Võrumaa
Elmar;Jalakas;M;1991-08-20;0000-00-00;Määsi;küla;Võrumaa
Leana;Danilov;N;1955-10-21;1998-08-05;;;
Kaur;Lumi;M;1920-03-15;0000-00-00;Tumala;küla;Saaremaa
Leon;Sokk;M;1908-11-08;1984-07-30;;;
Lauri;Põldma;M;1949-01-06;1981-07-16;;;
Anatoli;Egorov;M;1967-09-17;2005-07-26;;;
Kristiine;Nazarov;N;1933-03-05;0000-00-00;Laanekuru;küla;Viljandimaa
Carl;Lumiste;M;2008-01-23;2016-10-14;;;
Arina;Sarv;N;1922-04-14;1945-07-31;;;
Katriin;Kangur;N;1938-06-01;1943-12-02;;;
Ernst;Žukov;M;2007-08-08;0000-00-00;Vasla;küla;Võrumaa
Sten;Bondarenko;M;1968-11-16;1998-05-05;;;
Anna-Liis;Herodes;N;1950-06-27;1963-08-08;;;
Tuuli;Simm;N;1967-10-01;0000-00-00;Söderby;küla;Läänemaa
Ekke;Ivanov;M;1988-01-27;2007-12-28;;;
Nikolai;Lepp;M;1978-05-15;1990-11-30;;;
Ekke;Mikelsaar;M;2010-10-13;2014-11-10;;;
Samanta;Kurg;N;2001-07-14;0000-00-00;Põlgaste;küla;Põlvamaa
Aliise;Heinsalu;N;1903-08-16;2004-03-25;;;
Janely;Visnapuu;N;1999-10-14;0000-00-00;Kadrina;küla;Jõgevamaa
Reno;Mitt;M;1976-12-24;1982-08-27;;;
Ruslan;Kant;M;1962-07-02;2011-04-19;;;
Aleks;Kozlov;M;1945-03-17;0000-00-00;Tahula;küla;Saaremaa
Lidia;Orlov;N;1945-12-22;0000-00-00;Äksi;küla;Harjumaa
Piia;Lääts;N;2004-04-24;0000-00-00;Jaanikese;küla;Valgamaa
Pilleriin;Käär;N;2005-01-01;0000-00-00;Türi-Alliku;küla;Järvamaa
Raimond;Karpov;M;1913-01-02;1984-08-20;;;
Emma;Lehtla;N;1932-02-27;2019-10-18;;;
Marge;Poom;N;1930-01-23;1974-07-28;;;
Anabell;Danilov;N;1944-11-11;0000-00-00;Kirikuküla;küla;Valgamaa
Albert;Laanemets;M;1994-08-09;2012-05-26;;;
Nele;Pettai;N;1955-07-06;1993-10-03;;;
Rebekka;Kriisa;N;1958-08-19;1971-02-15;;;
Meribel;Kangur;N;2001-07-26;2009-04-24;;;
Maido;Lõhmus;M;1937-08-27;0000-00-00;Palumäe;küla;Tartumaa
Ronaldo;Tammet;M;1932-11-12;0000-00-00;Määsi;küla;Võrumaa
Paul;Gross;M;1918-09-30;0000-00-00;Marga;küla;Põlvamaa
Elsa;Laan;N;2013-07-23;2016-09-01;;;
Hedi;Mann;N;2018-09-29;2019-04-20;;;
Carol;Kütt;N;1942-05-27;1995-02-09;;;
Saveli;Jõesaar;M;1998-01-11;2016-10-30;;;
Jan;Kasemaa;M;2005-03-14;2015-09-09;;;
Karol;Laan;M;1967-11-08;0000-00-00;Tõrdu;küla;Pärnumaa
Ainar;Soon;M;1922-11-08;2002-05-26;;;
Juulia;Aasa;N;1924-08-14;1993-08-01;;;
Kerstin;Kiis;N;1999-06-24;0000-00-00;Salumäe;küla;Harjumaa
Anton;Õispuu;M;2010-03-08;0000-00-00;Ojaküla;küla;Järvamaa
Viljar;Arrak;M;1939-07-23;0000-00-00;Paali;küla;Tartumaa
Margit;Raamat;N;2004-09-16;2012-06-16;;;
Agnes;Hõbe;N;1914-04-17;1997-09-25;;;
Matvei;Jeršov;M;1966-05-08;2019-08-05;;;
Erich;Visnapuu;M;2008-03-10;2010-07-31;;;
Ege;Veski;N;1972-05-01;0000-00-00;Taudsa;küla;Võrumaa
Enrico;Kallas;M;1906-11-19;1932-04-13;;;
Argo;Kiisk;M;1978-04-07;2013-09-01;;;
Sirle;Salu;N;2011-07-17;2019-12-17;;;
Viktoriya;Zahharov;N;1935-06-29;1982-05-10;;;
Vladislava;Laan;N;2012-11-13;0000-00-00;Väike-Kareda;küla;Järvamaa
Vjatšeslav;Raid;M;2009-07-27;2010-11-12;;;
Berit;Pent;N;1918-03-11;2014-04-07;;;
Henrik;Roosileht;M;1987-03-07;2007-01-03;;;
Elisabeth;Kaur;N;1938-08-07;0000-00-00;Kolga-Aabla;küla;Harjumaa
Taago;Makarov;M;1977-07-14;0000-00-00;Kõduküla;küla;Tartumaa
Anna-Liis;Poom;N;1941-10-24;0000-00-00;Kaarmise;küla;Saaremaa
Simone;Salu;N;1984-10-02;0000-00-00;Kalmaru;küla;Pärnumaa
Lada;Erm;N;1948-10-20;1950-04-20;;;
Eleriin;Mercklin;N;1962-03-17;1968-02-21;;;
Meelika;Soots;N;1976-10-16;0000-00-00;Ilmatsalu;alevik;Tartumaa
Hanna-Liina;Mercklin;N;1989-03-02;0000-00-00;Eivere;küla;Järvamaa
Alondra;Kozlov;N;1965-10-01;1970-02-04;;;
Alar;Abderhalden;M;2005-03-26;0000-00-00;Abja-Vanamõisa;küla;Viljandimaa
Ardo;Pihelgas;M;1968-09-25;1976-04-20;;;
Elizabeth;Hanson;N;2003-09-24;2016-04-10;;;
Helis;Kirs;N;1944-02-27;1963-10-05;;;
Karl Jakob;Käär;M;1935-07-09;0000-00-00;Prillimäe;alevik;Raplamaa
Helar;Egorov;M;1975-06-20;2009-12-05;;;
Agnessa;Vorobjov;N;1937-12-12;1992-05-11;;;
Marin;Mann;N;1908-07-10;1937-08-21;;;
Linda;Nõmm;N;1944-01-17;1967-07-03;;;
Tomas;Lebedev;M;1986-08-04;2010-02-03;;;
Erki;Lang;M;1968-12-13;0000-00-00;Kargaja;küla;Tartumaa
Karoline;Liiva;N;2012-11-06;2018-03-12;;;
Karol;Soon;M;1930-07-19;0000-00-00;Lahavere;küla;Jõgevamaa
Eva Maria;Aasmäe;N;1996-05-07;0000-00-00;Surju;küla;Pärnumaa
Emilie;Teesalu;N;2010-11-06;2019-03-27;;;
Gennadi;Vasiliev;M;1920-06-25;0000-00-00;Mikita;küla;Võrumaa
Elizaveta;Salumäe;N;1908-07-12;1938-11-24;;;
Viktorija;Vahter;N;1930-08-12;1968-06-18;;;
Ketrin;Tuisk;N;1946-10-02;1983-03-23;;;
Armo;Liiva;M;2003-10-28;0000-00-00;Sõrumäe;küla;Ida-Virumaa
Tom;Tali;M;1926-02-16;0000-00-00;Mäessaare;küla;Võrumaa
Sonja;Lehtla;N;1904-11-19;1988-12-06;;;
Triini;Kattai;N;1994-11-02;0000-00-00;Rebaste;küla;Põlvamaa
Brigitta;Herodes;N;1962-03-30;2011-02-14;;;
Erle;Hunt;N;1986-02-23;2004-05-05;;;
Ragne;Kurvits;N;1980-09-03;2008-03-24;;;
Kerdo;Teesalu;M;1911-10-31;1950-07-23;;;
Jako;Konovalov;M;1901-11-06;1961-09-29;;;
Aliise;Kass;N;1996-11-29;0000-00-00;Mudiste;küla;Viljandimaa
Nils;Maasik;M;1998-01-20;0000-00-00;Palmse;küla;Lääne-Virumaa
Hanna-Maria;Põllu;N;1942-02-10;1990-09-08;;;
Rita;Rätsep;N;1921-12-15;2015-07-21;;;
Saamuel;Säde;M;1983-11-23;2010-05-17;;;
Caspar;Liiv;M;2011-08-10;0000-00-00;Illuka;küla;Ida-Virumaa
Mai-Liis;Safronov;N;1937-02-06;0000-00-00;Ängi;küla;Viljandimaa
Rustam;Bõstrov;M;1955-06-28;0000-00-00;Tihemetsa;alevik;Pärnumaa
Tarvi;Loginov;M;1950-06-11;0000-00-00;Meiuste;küla;Saaremaa
Tarmo;Rein;M;1928-06-28;0000-00-00;Adra;küla;Harjumaa
Tiia;Kriisa;N;1976-01-25;0000-00-00;Tusti;küla;Saaremaa
Jan-Erik;Hein;M;1964-06-30;0000-00-00;Mahtja;küla;Võrumaa
Iiris;Lillemets;N;1944-09-11;1972-04-06;;;
Aare;Markus;M;1944-09-29;0000-00-00;Mäebe;küla;Saaremaa
Kalev;Kase;M;1981-05-22;0000-00-00;Rebasemõisa;küla;Valgamaa
Kirsika;Erm;N;1991-09-20;0000-00-00;Päraküla;küla;Viljandimaa
Kalmer;Rosin;M;1991-10-29;0000-00-00;Ülendi;küla;Hiiumaa
Heili;Valk;N;1968-11-14;2019-07-29;;;
Priit;Kalamees;M;1944-08-08;1987-07-07;;;
Claudia;Fedorov;N;2017-12-14;0000-00-00;Kaloga;küla;Võrumaa
Gloria;Lumiste;N;1907-09-25;1939-11-15;;;
Mark;Pihlak;M;1957-07-26;0000-00-00;Riidaja;küla;Valgamaa
Raneli;Mandel;N;1964-05-16;0000-00-00;Põvvatu;küla;Tartumaa
Ats;Ploom;M;1902-10-18;1954-10-30;;;
Heidi;Sarap;N;1928-04-08;1966-05-25;;;
Kärt;Ott;N;1906-01-11;0000-00-00;Leesi;küla;Harjumaa
Alice;Kolk;N;1948-03-10;1988-01-02;;;
Gervin;Voronin;M;1934-11-13;0000-00-00;Kriguli;küla;Võrumaa
Mariin;Kass;N;1933-02-09;0000-00-00;Visela;küla;Võrumaa
Liisbeth;Teras;N;1940-04-20;1983-03-07;;;
Aimar;Sutt;M;1911-12-16;0000-00-00;Kalma;küla;Saaremaa
Daniella;Palm;N;1990-04-24;0000-00-00;Vardja;küla;Viljandimaa
Michael;Tuul;M;1935-07-23;0000-00-00;Urmi;küla;Valgamaa
Urmas;Michelson;M;1990-09-23;0000-00-00;Perila;küla;Harjumaa
Edith;Gavrilov;N;2006-05-01;0000-00-00;Triigi;küla;Lääne-Virumaa
Enrico;Laas;M;1924-05-08;1946-03-17;;;
Anna Liisa;Kikkas;N;1984-10-03;0000-00-00;Haamse;küla;Saaremaa
Tomas;Kirillov;M;1968-02-01;0000-00-00;Veske;küla;Saaremaa
Ingrid;Laas;N;1951-08-08;1957-03-28;;;
Hans-Kristjan;Pruul;M;1973-08-23;2017-12-12;;;
Virko;Kutsar;M;1954-08-03;0000-00-00;Sookalduse;küla;Tartumaa
Marita;Ivask;N;1937-08-03;1957-02-11;;;
Jekaterina;Friedman;N;1974-09-20;0000-00-00;Kulli;küla;Saaremaa
Mailiis;Koit;N;1968-05-01;1979-01-22;;;
Katri;Mändla;N;1930-07-15;1988-02-21;;;
Yana;Borissov;N;1905-12-31;1941-05-27;;;
Anti;Aasa;M;1943-07-25;0000-00-00;Tedre;küla;Võrumaa
Merit;Gromov;N;1942-07-24;1951-06-15;;;
Silver;Kangur;M;1966-06-28;2014-10-17;;;
Getrin;Zahharov;N;2017-10-23;2019-09-11;;;
Gerlin;Raag;N;1962-08-01;0000-00-00;Liikva;küla;Harjumaa
Brigita;Vinogradov;N;1956-12-29;0000-00-00;Penijõe;küla;Läänemaa
Sigrit;Pärtel;N;1914-02-01;0000-00-00;Viru-Jaagupi;alevik;Lääne-Virumaa
Mikhail;Kruglov;M;1999-02-09;0000-00-00;Õvi;küla;Tartumaa
Gregori;Rosenberg;M;2005-12-31;2018-06-02;;;
Viljar;Paap;M;1964-01-09;0000-00-00;Endla;küla;Jõgevamaa
Karoliina;Ojala;N;1983-08-12;0000-00-00;Valipe;küla;Hiiumaa
Olesja;Abramov;N;1923-09-07;1960-04-25;;;
Gregory;Antonov;M;1974-02-16;0000-00-00;Förby;küla;Läänemaa
Mairon;Mädamürk;M;1981-01-20;2011-03-24;;;
Priit;Žukov;M;2017-10-19;0000-00-00;Virla;küla;Harjumaa
Britt;Ott;N;1916-09-17;0000-00-00;Tuiu;küla;Saaremaa
Holger;Sarap;M;1982-09-10;0000-00-00;Holvandi;küla;Põlvamaa
Emma;Prikk;N;1961-02-21;2006-09-13;;;
Danel;Petrov;M;1970-05-04;0000-00-00;Nõmme;küla;Saaremaa
Anna Liisa;Lõhmus;N;1925-07-12;2018-08-07;;;
Karin;Kozlov;N;1909-06-02;1911-06-18;;;
Getrin;Vaht;N;1958-11-25;1976-07-30;;;
Jaroslav;Õun;M;1933-03-13;0000-00-00;Vägari;küla;Jõgevamaa
Tom;Aru;M;1936-12-01;2015-10-21;;;
Mirelle;Madisson;N;1999-06-12;0000-00-00;Kalme;küla;Jõgevamaa
Grete-Liis;Kaasik;N;1980-11-16;2005-07-19;;;
Hanna Maria;Lipp;N;1997-10-17;0000-00-00;Kanguristi;küla;Lääne-Virumaa
Kertu;Annus;N;1924-11-29;2001-12-22;;;
Valentina;Lepik;N;1999-01-21;0000-00-00;Palo;küla;Võrumaa
Ksenia;Jõgi;N;1976-05-23;1988-05-07;;;
Jasper;Tõnisson;M;1948-10-06;1994-01-08;;;
Juliana;Link;N;1997-12-14;2015-07-01;;;
Mirelle;Luts;N;2014-03-02;2015-04-27;;;
Katrina;Õispuu;N;1935-04-04;1966-05-08;;;
Romek;Leppik;M;1933-05-13;1948-04-24;;;
Ronaldo;Zaitsev;M;1971-02-26;2000-01-08;;;
Aliise;Kutsar;N;1947-09-18;1972-01-18;;;
Kirsti;Sarap;N;1903-03-08;1950-01-01;;;
Janek;Puusepp;M;1912-07-10;0000-00-00;Piirsalu;küla;Läänemaa
Maria;Stepanov;N;1902-08-18;2004-03-14;;;
Keitlin;Egorov;N;1981-09-11;0000-00-00;Tännassilma;küla;Põlvamaa
Kertu;Reinsalu;N;2004-02-14;2010-02-27;;;
Mariin;Konstantinov;N;1975-03-14;0000-00-00;Vikipalu;küla;Harjumaa
Robert;Kelder;M;1979-05-12;1997-04-01;;;
Ursula;Toome;N;2008-06-27;2018-10-31;;;
Gunnar;Arula;M;2003-05-15;2005-04-07;;;
Kiur;Vinogradov;M;1912-07-24;0000-00-00;Riidamäe;küla;Harjumaa
Ats;Jürgens;M;1931-05-16;0000-00-00;Pahuvere;küla;Viljandimaa
Dario;Soo;M;1982-05-01;2004-12-01;;;
Angelina;Karu;N;1942-12-11;2011-08-30;;;
Johannes;Kallaste;M;1931-05-19;0000-00-00;Masa;küla;Saaremaa
Gendra;Loorits;N;1925-06-19;0000-00-00;Pragi;küla;Põlvamaa
Kristian;Vahtra;M;1964-10-19;0000-00-00;Singa;küla;Võrumaa
Erlend;Romanov;M;1948-03-30;0000-00-00;Veisjärve;küla;Viljandimaa
Annaliisa;Tuulik;N;1999-09-25;0000-00-00;Vaalu;küla;Valgamaa
Juri;Pavlov;M;1919-05-15;0000-00-00;Liiva;küla;Harjumaa
Ranel;Post;M;1972-11-03;1984-01-26;;;
Raigo;Rosin;M;2011-08-07;0000-00-00;Nutu;küla;Harjumaa
Juulia;Laane;N;1994-08-17;2007-11-07;;;
Mari-Liis;Saks;N;1972-01-23;0000-00-00;Tõutsi;küla;Valgamaa
Cätlin;Õunapuu;N;1966-04-03;1977-03-28;;;
Tim;Kolk;M;1947-06-20;0000-00-00;Kloodi;küla;Lääne-Virumaa
Annika;Danilov;N;1987-02-24;2010-08-27;;;
Ain;Jaakson;M;1920-02-12;0000-00-00;Kokora;küla;Tartumaa
Anne-Ly;Lill;N;1911-01-16;0000-00-00;Seljametsa;küla;Pärnumaa
Tanel;Sarv;M;1911-03-17;1977-11-01;;;
Cristofer;Suur;M;1952-10-15;0000-00-00;Varudi-Vanaküla;küla;Lääne-Virumaa
Karmo;Müür;M;2004-03-26;0000-00-00;Võmmorski;küla;Võrumaa
Margit;Kozlov;N;1908-02-21;0000-00-00;Tummelka;küla;Võrumaa
Juri;Leppik;M;1954-01-31;1979-11-03;;;
Agne;Põllu;N;1946-04-26;0000-00-00;Lannuste;küla;Läänemaa
Simona;Kask;N;1950-05-20;1970-08-18;;;
Erkki;Lauri;M;1903-11-26;1949-01-20;;;
Andree;Klavan;M;2010-05-14;0000-00-00;Põlula;küla;Lääne-Virumaa
Adrian;Silm;M;1903-12-03;0000-00-00;Adra;küla;Harjumaa
Kerti;Laht;N;1920-12-26;1924-12-08;;;
Morten;Vain;M;1934-05-02;0000-00-00;Kurkse;küla;Harjumaa
Markkus;Matvejev;M;1977-12-24;0000-00-00;Kiviloo;küla;Harjumaa
Tamara;Kostin;N;1975-01-08;1987-08-07;;;
Viivika;Fjodorov;N;1984-06-25;0000-00-00;Hänga;küla;Saaremaa
Kiur;Kivi;M;1901-08-20;1984-11-18;;;
Keili;Õunapuu;N;1917-05-17;1924-10-25;;;
Jako;Vasiliev;M;1947-05-16;2016-02-14;;;
Kätrin;Filatov;N;1989-09-12;1995-08-21;;;
Ruslan;Soo;M;1995-06-13;0000-00-00;Kõnnu;küla;Tartumaa
Triinu;Medvedev;N;1938-02-11;0000-00-00;Hiie;küla;Raplamaa
Mariliis;Saks;N;1944-12-14;0000-00-00;Palade;küla;Hiiumaa
Kevin;Aasa;M;1946-07-12;1979-12-08;;;
Greete;Erm;N;1905-11-27;0000-00-00;Mannare;küla;Pärnumaa
Aap;Lauri;M;1990-02-11;0000-00-00;Vanaküla;küla;Läänemaa
Eliise;Visnapuu;N;1986-03-11;1995-10-27;;;
Kristiin;Raud;N;1901-04-29;0000-00-00;Seli-Nurme;küla;Raplamaa
Cristina;Pihlak;N;1911-07-01;1997-03-25;;;
Alisa;Pukk;N;2005-08-15;2018-11-16;;;
Ave-Marleen;Medvedev;N;1906-09-09;0000-00-00;Koidu-Ellavere;küla;Järvamaa
Evelyn;Klavan;N;1921-07-29;0000-00-00;Rõusa;küla;Pärnumaa
Alvar;Karpova;M;1990-11-23;1993-10-17;;;
Tarvo;Jürisson;M;1926-09-15;1941-01-31;;;
Carolin;Käsper;N;1977-06-29;0000-00-00;Muhkamõtsa;küla;Võrumaa
Arles;Sepp;M;1930-01-19;0000-00-00;Võiküla;küla;Saaremaa
Sten-Erik;Pulk;M;1933-10-29;0000-00-00;Mõisamäe;küla;Võrumaa
Kerli;Lepp;N;1964-07-25;2004-09-26;;;
Simone;Johanson;N;1997-12-26;0000-00-00;Raudla;küla;Lääne-Virumaa
Monika;Varik;N;1968-02-11;1980-07-12;;;
Teili;Lõhmus;N;1984-05-27;2002-07-01;;;
Taniel;Moroz;M;1942-06-22;1978-04-18;;;
Kreete;Vähi;N;1998-10-21;0000-00-00;Eense;küla;Pärnumaa
Katrin;Tarassov;N;1936-03-21;2013-09-12;;;
Kristiine;Arro;N;1959-05-29;1983-07-26;;;
Sofia;Pärn;N;1959-02-11;1990-07-17;;;
Janet;Org;N;1937-05-25;1960-09-20;;;
Steven;Jürisson;M;1987-09-26;1993-02-11;;;
Saara;Adamson;N;1935-07-07;1953-05-24;;;
Adeele;Kink;N;1972-10-27;0000-00-00;Koloreino;küla;Võrumaa
Christer;Egorov;M;1983-02-27;0000-00-00;Lõuka;küla;Pärnumaa
Veiko;Titov;M;1924-03-01;0000-00-00;Alamõisa;küla;Valgamaa
Helina;Ossipov;N;1950-08-04;2007-03-11;;;
Mati;Põldma;M;1981-10-03;0000-00-00;Hulaku;küla;Võrumaa
Karl-Kristjan;Soots;M;1918-12-16;2000-12-19;;;
Mattias;Lill;M;1993-04-20;2006-09-19;;;
Joonatan;Treial;M;2010-07-13;0000-00-00;Metsaküla;küla;Saaremaa
Dariya;Juhkam;N;1921-02-02;0000-00-00;Liiküla;küla;Saaremaa
Edvard;Oks;M;1987-06-26;0000-00-00;Piira;küla;Lääne-Virumaa
Elo;Paas;N;1910-08-06;1989-11-30;;;
Kairi;Mändla;N;1914-06-15;1958-06-28;;;
Arles;Suur;M;1961-07-17;0000-00-00;Upa;küla;Saaremaa
Karl-Hendrik;Paju;M;2009-05-11;0000-00-00;Naissaare;küla;Harjumaa
Jegor;Lipp;M;1904-09-10;1940-10-21;;;
Rainis;Ploom;M;1961-04-12;2015-11-27;;;
Maiu;Jõesaar;N;1945-07-28;1971-08-15;;;
Riina;Kaasik;N;1995-01-30;2004-05-04;;;
Eerika;Tilk;N;1999-03-03;2014-07-11;;;
Jakob;Kiil;M;1949-12-21;2010-07-24;;;
Galina;Paap;N;2000-10-23;2007-03-17;;;
Danila;Markson;M;1949-11-28;1963-04-03;;;
Karl-Kevin;Sergejev;M;1994-09-09;0000-00-00;Sõmerpalu;alevik;Võrumaa
Marilin;Tiits;N;1966-03-14;0000-00-00;Kõdesi;küla;Tartumaa
Reet;Koppel;N;1947-07-18;0000-00-00;Lusti;küla;Võrumaa
Monika;Lukk;N;1961-11-20;1986-12-28;;;
Kaarel;Mäesalu;M;2008-12-06;0000-00-00;Riidma;küla;Tartumaa
Laura;Salu;N;1913-12-30;0000-00-00;Mäha;küla;Valgamaa
Reivo;Kudrjavtsev;M;1997-11-21;0000-00-00;Änari;küla;Järvamaa
Janno;Kuznetsov;M;1906-07-18;0000-00-00;Polovina;küla;Võrumaa
Triinu-Liis;Ignatjev;N;1942-08-24;1980-01-30;;;
Alondra;Arula;N;1931-08-11;1972-04-27;;;
Anett;Vahter;N;1917-09-25;2013-08-30;;;
Karl Markus;Mänd;M;2014-10-11;0000-00-00;Ratla;küla;Saaremaa
Veera;Grigorieva;N;1911-10-04;1948-06-03;;;
Jesper;Koval;M;1995-09-03;2011-02-18;;;
Merilyn;Saveljev;N;1982-09-14;0000-00-00;Kõõru;küla;Võrumaa
Vlad;Mänd;M;1986-08-22;0000-00-00;Navi;küla;Võrumaa
Ramon;Egorov;M;1910-10-09;1926-02-15;;;
Harry;Bõstrov;M;1902-05-02;1956-05-01;;;
Deily;Lauri;N;1977-05-31;0000-00-00;Järveküla;küla;Harjumaa
Johannes;Karro;M;1906-05-13;0000-00-00;Aseriaru;küla;Ida-Virumaa
Milana;Sobolev;N;2018-09-15;0000-00-00;Nooska;küla;Võrumaa
Minna;Salumets;N;1921-09-21;0000-00-00;Rulli;küla;Valgamaa
Elizaveta;Raud;N;1984-06-06;0000-00-00;Rääptsova;küla;Põlvamaa
Aljona;Ader;N;1915-01-08;0000-00-00;Karla;küla;Harjumaa
Kristen;Kokk;M;2002-03-17;2017-01-15;;;
Herman;Mäe;M;2016-11-11;0000-00-00;Vana-Lahetaguse;küla;Saaremaa
Antti;Põldma;M;1983-04-22;0000-00-00;Virtsu;alevik;Läänemaa
Tatjana;Pihlak;N;1920-05-15;0000-00-00;Vungi;küla;Võrumaa
Ardi;Makarov;M;1933-03-17;0000-00-00;Osmussaare;küla;Läänemaa
Konstantin;Filatov;M;1934-07-21;1968-09-06;;;
Kaimar;Schmidt;M;1937-09-01;1982-05-07;;;
Mia;Lauri;N;1969-08-29;1979-04-16;;;
Saara;Mürk;N;1942-08-15;0000-00-00;Sookalda;küla;Pärnumaa
Maribel;Lember;N;1961-10-30;2003-05-08;;;
Alvar;Randmaa;M;2002-10-31;2012-09-01;;;
Margus;Palu;M;1993-06-20;0000-00-00;Taari;küla;Viljandimaa
Serafima;Sulg;N;1989-12-12;2019-12-07;;;
Sofja;Kudrjavtsev;N;1959-09-22;1978-03-24;;;
Gerlin;Lunin;N;2008-10-17;2014-08-11;;;
Tairi;Belov;N;1912-07-13;2017-05-04;;;
Kristiina;Varik;N;1986-03-16;0000-00-00;Kaalepi;küla;Järvamaa
Johannes;Pärn;M;1949-08-05;0000-00-00;Ammuta;küla;Läänemaa
Liise;Kotov;N;1944-02-09;1961-06-02;;;
Christopher;Toomsalu;M;1988-09-06;0000-00-00;Kelu;küla;Läänemaa
Marianne;Raud;N;1947-10-22;1992-10-18;;;
Edgar;Kruglov;M;1984-05-31;0000-00-00;Kääpa;küla;Jõgevamaa
Iti;Peterson;N;1928-12-01;1952-12-26;;;
Simon;Klaas;M;1934-12-29;0000-00-00;Kurisoo;küla;Järvamaa
Marlen;Põllu;N;1930-06-07;2019-05-27;;;
Jorma;Leis;M;1976-05-29;2003-05-29;;;
Ruth;Jürgenson;N;1923-05-28;1977-06-25;;;
Henry;Puusepp;M;1936-01-05;1976-07-04;;;
